Employee_Number,Position,Dept,Dept_Description,Proj_Division,BU,Annual_Leave_Entitlement,Leave_Code,Leave_Type,Leave_Type_Description,From,To,Days,Total_No_of_Leave_Days,Remarks,BU_Entry_Date,Employee_Type
0038101,Sr Site Admin Officer,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-11-21T00:00:00Z,2021-11-21T00:00:00Z,0.5,NULL,PM,43160,Monthly Paid
0038101,Sr Site Admin Officer,90086,Civil Management,CVL,15230,AL18,SL1-MP,SL,Sick Leave,2021-12-21T00:00:00Z,2021-12-21T00:00:00Z,0.5,NULL,PM,43160,Monthly Paid
0038102,Site Agent,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-09-30T00:00:00Z,2021-09-30T00:00:00Z,0.5,NULL,PM,43405,Monthly Paid
0038102,Site Agent,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-08-21T00:00:00Z,2021-08-21T00:00:00Z,0.5,NULL,PM,43405,Monthly Paid
0038102,Site Agent,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-12-29T00:00:00Z,2021-12-29T00:00:00Z,0.5,NULL,PM,43405,Monthly Paid
0038102,Site Agent,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-12-30T00:00:00Z,2021-12-30T00:00:00Z,0.5,NULL,PM,43405,Monthly Paid
0038108,Sr Elec Superintendent,98842,Plant & Equipment,PLT,98801,AL21,AL-MP,AL,Annual Leave,2021-12-16T00:00:00Z,2021-12-16T00:00:00Z,0.5,NULL,PM,39982,Monthly Paid
0038108,Sr Elec Superintendent,98842,Plant & Equipment,PLT,98801,AL21,AL-MP,AL,Annual Leave,2021-12-23T00:00:00Z,2021-12-23T00:00:00Z,0.5,NULL,PM,39982,Monthly Paid
0038109,Mechanical Superintendent,98842,Plant & Equipment,PLT,98801,AL18,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-27T00:00:00Z,0.5,NULL,PM,39982,Monthly Paid
0038109,Mechanical Superintendent,98842,Plant & Equipment,PLT,98801,AL18,AL-MP,AL,Annual Leave,2021-08-25T00:00:00Z,2021-08-25T00:00:00Z,0.5,NULL,PM,39982,Monthly Paid
0038109,Mechanical Superintendent,98842,Plant & Equipment,PLT,98801,AL18,AL-MP,AL,Annual Leave,2021-11-28T00:00:00Z,2021-11-28T00:00:00Z,0.5,NULL,PM,39982,Monthly Paid
0038109,Mechanical Superintendent,98842,Plant & Equipment,PLT,98801,AL18,AL-MP,AL,Annual Leave,2021-12-30T00:00:00Z,2021-12-30T00:00:00Z,0.5,NULL,PM,39982,Monthly Paid
0038112,Sr Constn Manager,90773,Electrical & Mechanical Dept,E&M,13838,AL24,AL-MP,AL,Annual Leave,2021-11-10T00:00:00Z,2021-11-10T00:00:00Z,0.5,NULL,AM,43070,Monthly Paid
0038112,Sr Constn Manager,90773,Electrical & Mechanical Dept,E&M,13838,AL24,AL-MP,AL,Annual Leave,2021-11-12T00:00:00Z,2021-11-12T00:00:00Z,0.5,NULL,AM,43070,Monthly Paid
0038112,Sr Constn Manager,90773,Electrical & Mechanical Dept,E&M,13838,AL24,SL1-MP,SL,Sick Leave,2021-10-29T00:00:00Z,2021-10-29T00:00:00Z,0.5,NULL,PM,43070,Monthly Paid
0053739,Sr Constn Manager,90086,Civil Management,CVL,15230,AL24,AL-MP,AL,Annual Leave,2021-08-18T00:00:00Z,2021-08-18T00:00:00Z,0.5,NULL,PM,43160,Monthly Paid
0053739,Sr Constn Manager,90086,Civil Management,CVL,15230,AL24,AL-MP,AL,Annual Leave,2021-08-27T00:00:00Z,2021-08-27T00:00:00Z,0.5,NULL,PM,43160,Monthly Paid
0053739,Sr Constn Manager,90086,Civil Management,CVL,15230,AL24,AL-MP,AL,Annual Leave,2021-09-03T00:00:00Z,2021-09-03T00:00:00Z,0.5,NULL,AM,43160,Monthly Paid
0053739,Sr Constn Manager,90086,Civil Management,CVL,15230,AL24,AL-MP,AL,Annual Leave,2021-09-03T00:00:00Z,2021-09-03T00:00:00Z,0.5,NULL,PM,43160,Monthly Paid
0053739,Sr Constn Manager,90086,Civil Management,CVL,15230,AL24,AL-MP,AL,Annual Leave,2021-09-24T00:00:00Z,2021-09-24T00:00:00Z,0.5,NULL,PM,43160,Monthly Paid
0053739,Sr Constn Manager,90086,Civil Management,CVL,15230,AL24,AL-MP,AL,Annual Leave,2021-07-16T00:00:00Z,2021-07-16T00:00:00Z,0.5,NULL,PM,43160,Monthly Paid
0053739,Sr Constn Manager,90086,Civil Management,CVL,15230,AL24,AL-MP,AL,Annual Leave,2021-08-04T00:00:00Z,2021-08-04T00:00:00Z,0.5,NULL,PM,43160,Monthly Paid
0053739,Sr Constn Manager,90086,Civil Management,CVL,15230,AL24,AL-MP,AL,Annual Leave,2021-12-02T00:00:00Z,2021-12-02T00:00:00Z,0.5,NULL,PM,43160,Monthly Paid
0053739,Sr Constn Manager,90086,Civil Management,CVL,15230,AL24,AL-MP,AL,Annual Leave,2021-12-09T00:00:00Z,2021-12-09T00:00:00Z,0.5,NULL,AM,43160,Monthly Paid
0053739,Sr Constn Manager,90086,Civil Management,CVL,15230,AL24,AL-MP,AL,Annual Leave,2021-12-09T00:00:00Z,2021-12-09T00:00:00Z,0.5,NULL,PM,43160,Monthly Paid
0038528,Sr Const. Supervisor,90043,Steel Fabrication,SFB,90043,AL18,AL-MP,AL,Annual Leave,2021-08-20T00:00:00Z,2021-08-20T00:00:00Z,0.5,NULL,AM,39873,Monthly Paid
0038528,Sr Const. Supervisor,90043,Steel Fabrication,SFB,90043,AL18,AL-MP,AL,Annual Leave,2021-10-14T00:00:00Z,2021-10-14T00:00:00Z,0.5,NULL,PM,39873,Monthly Paid
0038540,Project Engineer,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-07-16T00:00:00Z,2021-07-16T00:00:00Z,0.5,NULL,PM,43486,Monthly Paid
0038540,Project Engineer,90086,Civil Management,CVL,15230,AL18,AL-MP,AL,Annual Leave,2021-08-12T00:00:00Z,2021-08-12T00:00:00Z,0.5,NULL,PM,43486,Monthly Paid
0038540,Project Engineer,90086,Civil Management,CVL,15230,AL18,SL1-MP,SL,Sick Leave,2021-11-18T00:00:00Z,2021-11-18T00:00:00Z,0.5,NULL,PM,43486,Monthly Paid
0038540,Project Engineer,90086,Civil Management,CVL,15230,AL18,SL1-MP,SL,Sick Leave,2021-11-20T00:00:00Z,2021-11-20T00:00:00Z,0.5,NULL,PM,43486,Monthly Paid
0038540,Project Engineer,90086,Civil Management,CVL,15230,AL18,SL1-MP,SL,Sick Leave,2021-11-24T00:00:00Z,2021-11-24T00:00:00Z,0.5,NULL,PM,43486,Monthly Paid
0038540,Project Engineer,90086,Civil Management,CVL,15230,AL18,SL1-MP,SL,Sick Leave,2021-11-30T00:00:00Z,2021-11-30T00:00:00Z,0.5,NULL,PM,43486,Monthly Paid
0066509,Sr Bldg Services Engineer,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-07-28T00:00:00Z,2021-07-28T00:00:00Z,0.5,NULL,AM,43405,Monthly Paid
0066509,Sr Bldg Services Engineer,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-08-18T00:00:00Z,2021-08-18T00:00:00Z,0.5,NULL,AM,43405,Monthly Paid
0066509,Sr Bldg Services Engineer,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-10-02T00:00:00Z,2021-10-02T00:00:00Z,0.5,NULL,AM,43405,Monthly Paid
0066509,Sr Bldg Services Engineer,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-10-03T00:00:00Z,2021-10-03T00:00:00Z,0.5,NULL,AM,43405,Monthly Paid
0066587,Sr Foreman,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-09-03T00:00:00Z,2021-09-03T00:00:00Z,0.5,NULL,PM,43073,Monthly Paid
0066587,Sr Foreman,90088,Building Management,BDG,13693,AL18,AL-MP,AL,Annual Leave,2021-09-18T00:00:00Z,2021-09-18T00:00:00Z,0.5,NULL,PM,43073,Monthly Paid
0069090,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13908,AL24,AL-MP,AL,Annual Leave,2021-07-25T00:00:00Z,2021-07-25T00:00:00Z,0.5,NULL,AM,43353,Monthly Paid
0069090,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13908,AL24,AL-MP,AL,Annual Leave,2021-08-22T00:00:00Z,2021-08-22T00:00:00Z,0.5,NULL,PM,43353,Monthly Paid
0069090,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13908,AL24,AL-MP,AL,Annual Leave,2021-08-23T00:00:00Z,2021-08-23T00:00:00Z,0.5,NULL,AM,43353,Monthly Paid
0069090,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13908,AL24,AL-MP,AL,Annual Leave,2021-09-06T00:00:00Z,2021-09-06T00:00:00Z,0.5,NULL,AM,43353,Monthly Paid
0069090,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13908,AL24,AL-MP,AL,Annual Leave,2021-09-12T00:00:00Z,2021-09-12T00:00:00Z,0.5,NULL,PM,43353,Monthly Paid
0069090,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13908,AL24,AL-MP,AL,Annual Leave,2021-09-20T00:00:00Z,2021-09-20T00:00:00Z,0.5,NULL,AM,43353,Monthly Paid
0069090,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13908,AL24,AL-MP,AL,Annual Leave,2021-10-04T00:00:00Z,2021-10-04T00:00:00Z,0.5,NULL,AM,43353,Monthly Paid
0069090,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13908,AL24,AL-MP,AL,Annual Leave,2021-10-10T00:00:00Z,2021-10-10T00:00:00Z,0.5,NULL,PM,43353,Monthly Paid
0069090,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13908,AL24,AL-MP,AL,Annual Leave,2021-10-18T00:00:00Z,2021-10-18T00:00:00Z,0.5,NULL,AM,43353,Monthly Paid
0069090,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13908,AL24,AL-MP,AL,Annual Leave,2021-11-01T00:00:00Z,2021-11-01T00:00:00Z,0.5,NULL,AM,43353,Monthly Paid
0069090,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13908,AL24,AL-MP,AL,Annual Leave,2021-11-15T00:00:00Z,2021-11-15T00:00:00Z,0.5,NULL,AM,43353,Monthly Paid
0069090,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13908,AL24,AL-MP,AL,Annual Leave,2021-11-21T00:00:00Z,2021-11-21T00:00:00Z,0.5,NULL,PM,43353,Monthly Paid
0069090,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13908,AL24,AL-MP,AL,Annual Leave,2021-11-29T00:00:00Z,2021-11-29T00:00:00Z,0.5,NULL,AM,43353,Monthly Paid
0069090,Managing Quantity Surveyor,90056,Commercial Q.S. (Group),CVL,13908,AL24,AL-MP,AL,Annual Leave,2021-12-26T00:00:00Z,2021-12-26T00:00:00Z,0.5,NULL,AM,43353,Monthly Paid
0069429,Electrical Foreman,90088,Building Management,BDG,13777,AL14,AL-MP,AL,Annual Leave,2021-09-17T00:00:00Z,2021-09-17T00:00:00Z,0.5,NULL,PM,43332,Monthly Paid
0069718,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-08-28T00:00:00Z,2021-08-28T00:00:00Z,0.5,NULL,PM,42611,Monthly Paid
0069718,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z,0.5,NULL,PM,42611,Monthly Paid
0069718,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-10-27T00:00:00Z,2021-10-27T00:00:00Z,0.5,NULL,AM,42611,Monthly Paid
0069718,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-11-07T00:00:00Z,2021-11-07T00:00:00Z,0.5,NULL,PM,42611,Monthly Paid
0069718,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-11-21T00:00:00Z,2021-11-21T00:00:00Z,0.5,NULL,PM,42611,Monthly Paid
0069718,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-12-11T00:00:00Z,2021-12-11T00:00:00Z,0.5,NULL,PM,42611,Monthly Paid
0069718,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-12-15T00:00:00Z,2021-12-15T00:00:00Z,0.5,NULL,PM,42611,Monthly Paid
0069718,Principal Engineer,90014,Engineering Design,DSN,90014,AL21,AL-MP,AL,Annual Leave,2021-12-17T00:00:00Z,2021-12-17T00:00:00Z,0.5,NULL,AM,42611,Monthly Paid
0478930,Sr Mechanical Engineer,90773,Electrical & Mechanical Dept,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-10-02T00:00:00Z,2021-10-02T00:00:00Z,0.5,NULL,AM,43430,Monthly Paid
0478930,Sr Mechanical Engineer,90773,Electrical & Mechanical Dept,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-10-15T00:00:00Z,2021-10-15T00:00:00Z,0.5,NULL,AM,43430,Monthly Paid
0478930,Sr Mechanical Engineer,90773,Electrical & Mechanical Dept,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-10-21T00:00:00Z,2021-10-21T00:00:00Z,0.5,NULL,AM,43430,Monthly Paid
0478930,Sr Mechanical Engineer,90773,Electrical & Mechanical Dept,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-10-27T00:00:00Z,2021-10-27T00:00:00Z,0.5,NULL,AM,43430,Monthly Paid
0478930,Sr Mechanical Engineer,90773,Electrical & Mechanical Dept,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-11-06T00:00:00Z,2021-11-06T00:00:00Z,0.5,NULL,AM,43430,Monthly Paid
0478930,Sr Mechanical Engineer,90773,Electrical & Mechanical Dept,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-11-14T00:00:00Z,2021-11-14T00:00:00Z,0.5,NULL,AM,43430,Monthly Paid
0478930,Sr Mechanical Engineer,90773,Electrical & Mechanical Dept,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-12-08T00:00:00Z,2021-12-08T00:00:00Z,0.5,NULL,AM,43430,Monthly Paid
0069722,Chief Engineer,90773,Electrical & Mechanical Dept,CVL,13883,AL21,AL-MP,AL,Annual Leave,2021-12-12T00:00:00Z,2021-12-12T00:00:00Z,0.5,NULL,AM,43304,Monthly Paid
0069722,Chief Engineer,90773,Electrical & Mechanical Dept,CVL,13883,AL21,AL-MP,AL,Annual Leave,2021-12-26T00:00:00Z,2021-12-26T00:00:00Z,0.5,NULL,AM,43304,Monthly Paid
0069722,Chief Engineer,90773,Electrical & Mechanical Dept,CVL,13883,AL21,AL-MP,AL,Annual Leave,2021-09-06T00:00:00Z,2021-09-06T00:00:00Z,0.5,NULL,AM,43304,Monthly Paid
0267136,Sr Project Manager,90773,Electrical & Mechanical Dept,CVL,13728,AL24,AL-MP,AL,Annual Leave,2021-11-21T00:00:00Z,2021-11-21T00:00:00Z,0.5,NULL,PM,41789,Monthly Paid
0267136,Sr Project Manager,90773,Electrical & Mechanical Dept,CVL,13728,AL24,AL-MP,AL,Annual Leave,2021-10-04T00:00:00Z,2021-10-04T00:00:00Z,0.5,NULL,AM,41789,Monthly Paid
0267136,Sr Project Manager,90773,Electrical & Mechanical Dept,CVL,13728,AL24,AL-MP,AL,Annual Leave,2021-10-15T00:00:00Z,2021-10-15T00:00:00Z,0.5,NULL,PM,41789,Monthly Paid
0284371,Construction Manager,90773,Electrical & Mechanical Dept,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-09-18T00:00:00Z,2021-09-18T00:00:00Z,0.5,NULL,AM,41730,Monthly Paid
0284371,Construction Manager,90773,Electrical & Mechanical Dept,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-11-20T00:00:00Z,2021-11-20T00:00:00Z,0.5,NULL,PM,41730,Monthly Paid
0284371,Construction Manager,90773,Electrical & Mechanical Dept,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-12-05T00:00:00Z,2021-12-05T00:00:00Z,0.5,NULL,AM,41730,Monthly Paid
0284371,Construction Manager,90773,Electrical & Mechanical Dept,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-12-12T00:00:00Z,2021-12-12T00:00:00Z,0.5,NULL,AM,41730,Monthly Paid
0284371,Construction Manager,90773,Electrical & Mechanical Dept,CVL,13761,AL24,SL1-MP,SL,Sick Leave,2021-11-26T00:00:00Z,2021-11-26T00:00:00Z,0.5,NULL,AM,41730,Monthly Paid
0061941,BIM Co-Ordinator,90773,Electrical & Mechanical Dept,CVL,13880,AL18,AL-MP,AL,Annual Leave,2021-08-02T00:00:00Z,2021-08-02T00:00:00Z,0.5,NULL,PM,42795,Monthly Paid
0061941,BIM Co-Ordinator,90773,Electrical & Mechanical Dept,CVL,13880,AL18,AL-MP,AL,Annual Leave,2021-10-25T00:00:00Z,2021-10-25T00:00:00Z,0.5,NULL,PM,42795,Monthly Paid
0061941,BIM Co-Ordinator,90773,Electrical & Mechanical Dept,CVL,13880,AL18,AL-MP,AL,Annual Leave,2021-11-08T00:00:00Z,2021-11-08T00:00:00Z,0.5,NULL,PM,42795,Monthly Paid
0061941,BIM Co-Ordinator,90773,Electrical & Mechanical Dept,CVL,13880,AL18,AL-MP,AL,Annual Leave,2021-11-22T00:00:00Z,2021-11-22T00:00:00Z,0.5,NULL,PM,42795,Monthly Paid
0061941,BIM Co-Ordinator,90773,Electrical & Mechanical Dept,CVL,13880,AL18,AL-MP,AL,Annual Leave,2021-12-05T00:00:00Z,2021-12-05T00:00:00Z,0.5,NULL,PM,42795,Monthly Paid
0061941,BIM Co-Ordinator,90773,Electrical & Mechanical Dept,CVL,13880,AL18,AL-MP,AL,Annual Leave,2021-12-19T00:00:00Z,2021-12-19T00:00:00Z,0.5,NULL,PM,42795,Monthly Paid
0061941,BIM Co-Ordinator,90773,Electrical & Mechanical Dept,CVL,13880,AL18,AL-MP,AL,Annual Leave,2021-10-11T00:00:00Z,2021-10-11T00:00:00Z,0.5,NULL,PM,42795,Monthly Paid
0318781,Sr Project Manager (Facade),92188,Facade - Management,FAC,13778,AL24,AL-MP,AL,Annual Leave,2021-12-09T00:00:00Z,2021-12-09T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-07-03T00:00:00Z,2021-07-03T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-07-24T00:00:00Z,2021-07-24T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-08-07T00:00:00Z,2021-08-07T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-08-08T00:00:00Z,2021-08-08T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-08-15T00:00:00Z,2021-08-15T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-08-22T00:00:00Z,2021-08-22T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-08-29T00:00:00Z,2021-08-29T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-10-06T00:00:00Z,2021-10-06T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-10-07T00:00:00Z,2021-10-07T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-10-10T00:00:00Z,2021-10-10T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-10-16T00:00:00Z,2021-10-16T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-10-17T00:00:00Z,2021-10-17T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-10-24T00:00:00Z,2021-10-24T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-10-27T00:00:00Z,2021-10-27T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-10-28T00:00:00Z,2021-10-28T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-11-12T00:00:00Z,2021-11-12T00:00:00Z,0.5,NULL,AM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-11-13T00:00:00Z,2021-11-13T00:00:00Z,0.5,NULL,AM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-11-14T00:00:00Z,2021-11-14T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-11-20T00:00:00Z,2021-11-20T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-12-02T00:00:00Z,2021-12-02T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-12-10T00:00:00Z,2021-12-10T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-12-24T00:00:00Z,2021-12-24T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-12-25T00:00:00Z,2021-12-25T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0497436,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13838,AL21,AL-MP,AL,Annual Leave,2021-08-25T00:00:00Z,2021-08-25T00:00:00Z,0.5,NULL,AM,NULL,Monthly Paid
0497436,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13838,AL21,AL-MP,AL,Annual Leave,2021-09-18T00:00:00Z,2021-09-18T00:00:00Z,0.5,NULL,PM,NULL,Monthly Paid
0497436,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13838,AL21,AL-MP,AL,Annual Leave,2021-10-14T00:00:00Z,2021-10-14T00:00:00Z,0.5,NULL,PM,NULL,Monthly Paid
0497436,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13838,AL21,AL-MP,AL,Annual Leave,2021-11-04T00:00:00Z,2021-11-04T00:00:00Z,0.5,NULL,PM,NULL,Monthly Paid
0497436,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13838,AL21,AL-MP,AL,Annual Leave,2021-11-10T00:00:00Z,2021-11-10T00:00:00Z,0.5,NULL,AM,NULL,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-12-29T00:00:00Z,2021-12-29T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0497436,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13838,AL21,AL-MP,AL,Annual Leave,2021-07-01T00:00:00Z,2021-07-01T00:00:00Z,0.5,NULL,AM,NULL,Monthly Paid
0497436,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13838,AL21,AL-MP,AL,Annual Leave,2021-07-16T00:00:00Z,2021-07-16T00:00:00Z,0.5,NULL,PM,NULL,Monthly Paid
0319283,Sr Constn Manager (Facade),92188,Facade - Management,FAC,92188,AL24,AL-MP,AL,Annual Leave,2021-11-27T00:00:00Z,2021-11-27T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0318781,Sr Project Manager (Facade),92188,Facade - Management,FAC,13778,AL24,AL-MP,AL,Annual Leave,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,0.5,NULL,PM,43009,Monthly Paid
0058114,Sr Project Engineer,90043,Steel Fabrication,SFB,90043,AL18,AL-MP,AL,Annual Leave,2021-12-21T00:00:00Z,2021-12-21T00:00:00Z,0.5,NULL,PM,38475,Monthly Paid
0058158,Sr Commercial Mgr,90056,Commercial Q.S. (Group),BDG,13416,AL24,AL-MP,AL,Annual Leave,2021-09-03T00:00:00Z,2021-09-03T00:00:00Z,0.5,NULL,PM,42520,Monthly Paid
0353760,Asst Project Manager (Facade),92188,Facade - Management,FAC,13778,AL21,AL-MP,AL,Annual Leave,2021-08-02T00:00:00Z,2021-08-02T00:00:00Z,0.5,NULL,AM,43009,Monthly Paid
0353760,Asst Project Manager (Facade),92188,Facade - Management,FAC,13778,AL21,AL-MP,AL,Annual Leave,2021-08-30T00:00:00Z,2021-08-30T00:00:00Z,0.5,NULL,AM,43009,Monthly Paid
0353760,Asst Project Manager (Facade),92188,Facade - Management,FAC,13778,AL21,AL-MP,AL,Annual Leave,2021-09-13T00:00:00Z,2021-09-13T00:00:00Z,0.5,NULL,AM,43009,Monthly Paid
0353760,Asst Project Manager (Facade),92188,Facade - Management,FAC,13778,AL21,AL-MP,AL,Annual Leave,2021-09-27T00:00:00Z,2021-09-27T00:00:00Z,0.5,NULL,AM,43009,Monthly Paid
0353760,Asst Project Manager (Facade),92188,Facade - Management,FAC,13778,AL21,AL-MP,AL,Annual Leave,2021-11-08T00:00:00Z,2021-11-08T00:00:00Z,0.5,NULL,AM,43009,Monthly Paid
0353760,Asst Project Manager (Facade),92188,Facade - Management,FAC,13778,AL21,AL-MP,AL,Annual Leave,2021-11-22T00:00:00Z,2021-11-22T00:00:00Z,0.5,NULL,AM,43009,Monthly Paid
